Cheese Name,Milk Type,Texture,Rind,Color,Flavor,Aroma,,,,,,,,,,
/trufflestack/,Made from pasteurized cow's milk,United States,Port Townsend,"soft, soft-ripened","creamy, dense, firm, runny and soft",mold ripened,white,"citrusy, earthy, mushroomy, salty, tangy","fresh, rich",no,Mt. Townsend Creamery,,,,,
/fromage-blanc/,Made from pasteurized cow's milk,United States,Port Townsend,fresh soft,creamy and spreadable,white,"citrusy, smooth",fresh,no,,,,,,,
/jalapeno-cheddar/,Made from pasteurized cow's milk,United States,Oregon,Cheddar,"semi-hard, artisan",creamy and crumbly,natural,pale yellow,"savory, spicy",spicy,yes,Rogue Creamery,,,,
/cana-de-cabra/,Made from pasteurized goat's milk,Spain,Murcia,"semi-soft, soft-ripened",creamy,bloomy,ivory,"creamy, mild","mild, mushroom","MitiCana de Cabra, MitiCaña® de Cabra",,,,,,
/fromage-blanc-truffle/,Made from pasteurized cow's milk,United States,Port Townsend,fresh soft,creamy and spreadable,white,"citrusy, earthy, smooth",barnyardy,no,Mt. Townsend Creamery,,,,,,
/habanero-cheddar/,Made from pasteurized cow's milk,United States,Oregon,Cheddar,"semi-hard, artisan",creamy and crumbly,natural,pale yellow,"savory, spicy, tangy",spicy,yes,Rogue Creamery,,,,
/mahon/,Made from cow's milk,Spain,"Menorca, Balearic Islands","semi-hard, artisan",crumbly and dense,washed,pale yellow,"buttery, salty","nutty, sweet",no,"Mahon Reserva, Aged Mahon, Artesano Mahón, Artisanal Mahón, formatge de Maó, queso de Mahón",,,,,
/prix-de-diane/,Made from pasteurized cow's milk,United States,Maine,Brie,"soft, artisan","creamy, soft and soft-ripened",bloomy,pale yellow,"buttery, citrusy, creamy, subtle",rich,yes,Lakin's Gorges Cheese LLC,,,,
/chocolate-stout-cheddar/,Made from pasteurized cow's milk,United States,Oregon,Cheddar,"semi-hard, artisan",firm,natural,pale yellow,"savory, sweet, tangy",buttery,yes,Rogue Creamery,,,,
/campfire/,Made from pasteurized cow's milk,United States,Port Townsend,Monterey Jack,semi-hard,"compact, creamy, firm, open and supple",natural,ivory,"buttery, smokey , sweet",smokey,no,Mt. Townsend Creamery,Smoked Washington Jack,,,
/smokey-touvelle/,Made from pasteurized cow's milk,United States,Oregon,Cheddar,"semi-hard, artisan",crumbly and firm,natural,pale yellow,"nutty, sweet, tangy","mild, smokey",yes,Rogue Creamery,,,,
/seastack/,Made from pasteurized cow's milk,United States,Port Townsend,"soft, soft-ripened","creamy, firm, runny and soft",ash coated,white,"citrusy, earthy, garlicky, tangy","fresh, milky",no,Mt. Townsend Creamery,,,,,
/red-alder/,Made from pasteurized cow's milk,United States,Port Townsend,semi-soft,creamy and open,natural,pale yellow,"caramel, earthy, fruity, nutty","musty, pleasant",no,Mt. Townsend Creamery,,,,,
/opus-42/,Made from pasteurized cow's milk,United States,Maine,"semi-hard, artisan",crumbly and firm,natural,pale yellow,"lemony, nutty, sharp","earthy, pleasant, yeasty",yes,Lakin's Gorges Cheese LLC,,,,,
/brutal-blue/,Made from unpasteurized cow's milk,United States,Oregon,Blue,"semi-soft, artisan",creamy,cream,"creamy, spicy, strong, woody",strong,yes,Rogue Creamery,,,,,
/ashley/,Made from pasteurized or whole cow's milk,United States,Colorado,"soft, artisan, soft-ripened",creamy and soft,ash coated,cream,sweet,MouCo Cheese Company,MouCo Ashley,,,,,,
/stella-fontina/,Made from pasteurized cow's milk,United States,Wisconsin,"semi-soft, artisan",creamy and open,natural,pale yellow,"buttery, sweet","earthy, mild",yes,Stella,,,,,
/cacow-belle/,Made from pasteurized cow's milk,United States,Oregon,Cheddar,"semi-soft, artisan",creamy and smooth,natural,pale yellow,"savory, spicy, sweet","aromatic, spicy",yes,Rogue Creamery,,,,
/touvelle-original/,Made from pasteurized cow's milk,United States,Oregon,Cheddar,"semi-hard, artisan",crumbly and firm,natural,pale yellow,"milky, nutty, sweet, tangy","buttery, mild",yes,Rogue Creamery,,,,
/oregon-blue-cheese/,Made from unpasteurized cow's milk,United States,Oregon,Blue,"semi-soft, blue-veined",buttery and firm,pale yellow,"buttery, mellow, sweet","clean, earthy",yes,Rogue Creamery,,,,,
/fiscalini-bandaged-cheddar/,Made from unpasteurized cow's milk,United States,"Modesto, California",Cheddar,hard,17%,crumbly and firm,natural,straw,"earthy, nutty, smokey","buttery, rich, smokey",yes,Fiscalini Cheese Company,,,
/smokey-oregon-blue/,Made from unpasteurized cow's milk,United States,Oregon,Blue,"semi-hard, blue-veined",dense and firm,natural,pale yellow,"caramel, earthy, savory, sharp, sweet","milky, nutty, smokey",yes,Rogue Creamery,,,,
/stella-feta/,Made from pasteurized cow's milk,United States,Feta,"firm, artisan",crumbly and firm,white,tangy,fresh,yes,,,,,,,
/stella-fontinella/,Made from pasteurized cow's milk,United States,"semi-hard, artisan",crumbly,natural,pale yellow,"creamy, sharp, smooth, sweet",yes,Stella,,,,,,,
/capricious/,Made from pasteurized goat's milk,United States,"Petaluma, California","hard, artisan",creamy,mold ripened,ivory,"caramel, nutty",nutty,Achadinha Cheese Company,,,,,,
/cremont/,Made from pasteurized cow's and goat's milk,United States,Vermont,"soft, artisan",14%,creamy and smooth,mold ripened,cream,"creamy, nutty, smooth, yeasty","nutty, yeasty",Vermont Creamery,,,,,
/coupole/,Made from pasteurized goat's milk,United States,Vermont,"soft, artisan","buttery, creamy, dense and fluffy",mold ripened,pale yellow,"mild, milky","fresh, mild, milky",yes,Vermont Creamery,,,,,
/oregonzola/,Made from unpasteurized cow's milk,United States,Oregon,Blue,"semi-soft, blue-veined","buttery, creamy and smooth",natural,pale yellow,"savory, sweet, tangy",fruity,yes,Rogue Creamery,,,,
/cheddar-ladida-lavender/,Made from pasteurized cow's milk,United States,Oregon,Cheddar,"semi-hard, artisan",creamy and smooth,natural,white,"herbaceous, savory, subtle",earthy,yes,Rogue Creamery,La Di Da Lavender,,,
/stella-goat/,Made from pasteurized goat's milk,United States,Wisconsin,"semi-hard, artisan",crumbly,natural,cream,tangy,"mild, pleasant",yes,Stella,,,,,
/echo-mountain-blue/,Made from unpasteurized cow's and goat's milk,United States,Oregon,Blue,"semi-soft, blue-veined",dense and smooth,natural,pale yellow,"earthy, subtle, tangy","clean, goaty, rich",yes,Rogue Creamery,,,,
/off-kilter/,Made from pasteurized cow's milk,United States,Port Townsend,semi-soft,open and supple,washed,white,"earthy, meaty, nutty, pungent, sweet, tart","earthy, lactic",no,Mt. Townsend Creamery,Scotch Ale Washed Toma,,,,
/rosemary-medium-asiago/,Made from pasteurized cow's milk,United States,Wisconsin,"hard, artisan",crumbly and smooth,natural,cream,"herbaceous, savory, sharp, sweet",herbal,yes,Stella,,,,,
/pistol-point-cheddar/,Made from pasteurized cow's milk,United States,Oregon,Cheddar,"semi-hard, artisan",creamy and crumbly,natural,pale yellow,"smokey , spicy",yes,Rogue Creamery,,,,,
/stella-asiago/,Made from pasteurized cow's milk,Italy,Asiago,"semi-hard, artisan","buttery, creamy and crumbly",natural,cream,"nutty, sharp, smooth, sweet","fresh, mild, rich",yes,Stella,,,,,
/mozzarellissima/,Made from pasteurized cow's milk,United States,Pasta filata,"semi-soft, artisan","elastic, springy, stringy and supple",rindless,pale yellow,"buttery, mild, milky",mild,yes,Saputo Dairy Products Canada G.P.,Italiano 4 Formaggi Shredded Cheese,"Lite Mozzarellissima, Mozzarellissima Shredded Cheese",,,
/truffello/,Made from pasteurized cow's milk,United States,Colorado,"soft, artisan, soft-ripened",12%,creamy and soft,washed,white,"buttery, creamy, earthy","earthy, fruity",MouCo Cheese Company,Truffello,,,,
/stella-reduced-fat-blue/,Made from pasteurized cow's milk,United States,Wisconsin,Blue,"semi-soft, artisan",crumbly,natural,white,full-flavored,pleasant,yes,Stella,,,,
/redwood-hill-goat-cheddar/,Made from pasteurized goat's milk,United States,"Sebastopol, California",Cheddar,"semi-hard, artisan",12%,firm and smooth,rindless,pale yellow,"mild, savory, sweet","mild, sweet",yes,Redwood Hill Farm & Creamery,"Redwood Aged Goat Milk Cheddar, Redwood Smoked Goat Milk Cheddar",,
/hopyard-cheddar/,Made from pasteurized cow's milk,United States,Oregon,Cheddar,"semi-hard, artisan",buttery and crumbly,natural,pale yellow,"buttery, citrusy, lemony, nutty, savory, subtle","fresh, herbal",yes,Rogue Creamery,,,,
/bellwether-farms-crescenza/,Made from pasteurized cow's milk,United States,"Sonoma, California","soft, artisan","buttery, soft-ripened and spreadable",rindless,ivory,"buttery, tart","buttery, rich",yes,Bellwether Farms,Crescenza,,,,
/fresh-crottin/,Made from pasteurized goat's milk,United States,Vermont,"soft, artisan",creamy,white,"floral, lemony","buttery, floral, fresh",Vermont Creamery,,,,,,,
/stella-swiss/,Made from pasteurized cow's milk,United States,Wisconsin,Swiss Cheese,"semi-soft, artisan","creamy, open and smooth",natural,cream,"nutty, tangy","mild, pleasant",yes,Stella,Natural Baby Swiss Cheese,,,
/stella-italian-sharp/,Made from pasteurized cow's milk,United States,"semi-soft, artisan",creamy,natural,pale yellow,"creamy, full-flavored, sharp",strong,no,Stella,,,,,,
/stella-smoked-blue/,Made from pasteurized cow's milk,United States,Wisconsin,Blue,"semi-soft, artisan",creamy and crumbly,natural,white,"creamy, subtle","pleasant, smokey",yes,Stella,,,,
/stella-blue/,Made from pasteurized cow's milk,United States,Wisconsin,Blue,"semi-soft, artisan",crumbly,natural,white,tangy,rich,yes,Stella,Stella Blue Cheese crumbles,,,
/capriago/,Made from pasteurized goat's milk,United States,"Sebastopol, California","hard, artisan, brined",firm,washed,"nutty, sweet","nutty, spicy",Bohemian Creamery,,,,,,,
/colorouge/,Made from pasteurized cow's milk,United States,Colorado,"soft, artisan, smear-ripened",12%,creamy and soft,washed,white,"acidic, buttery, creamy, earthy","buttery, earthy, mild, spicy",MouCo Cheese Company,MouCo ColoRouge,,,,
/stella-kasseri/,Made from pasteurized cow's milk,United States,Wisconsin,"semi-hard, artisan",firm,natural,pale yellow,"salty, sharp, tangy",strong,yes,Saputo Inc.,,,,,
/bella-lodi/,Made from unpasteurized cow's milk,Italy,Lodi,Parmesan,"hard, artisan","crumbly, flaky and grainy",natural,white,full-flavored,"aromatic, rich",yes,Lodigrana,Black Parmesan,"Bella Lodi Raspadura, Lodigrana Bella Lodi",,
/morimoto-soba-ale-cheddar/,Made from pasteurized cow's milk,United States,Oregon,Cheddar,"semi-hard, artisan",creamy and crumbly,natural,pale yellow,"buttery, smooth, strong","strong, toasty",yes,Rogue Creamery,,,,
/stella-black-pepper-romano/,Made from pasteurized cow's milk,United States,Wisconsin,"hard, artisan","compact, crumbly and flaky",natural,pale yellow,"piquant, salty, sharp","pleasant, spicy",yes,Stella,,,,,
/stella-mediterranean-parmesan/,Made from pasteurized cow's milk,United States,Wisconsin,Parmesan,"hard, artisan","buttery, crumbly and flaky",natural,"buttery, earthy, garlicky, savory, spicy",nutty,yes,Stella,,,,,
/pepbert/,Made from pasteurized cow's milk,United States,Colorado,Camembert,"soft, artisan",soft-ripened,ivory,"creamy, spicy","buttery, strong",MouCo Cheese Company,MouCo PepBert,,,,,
/hooks-5-year-cheddar/,Made from pasteurized cow's milk,United States,Wisconsin,Cheddar,"hard, artisan, processed",natural,brownish yellow,"full-flavored, sharp","Hook's Cheese Company, Inc.",,,,,,,
/stella-parmesan-romano-blend/,Made from pasteurized cow's milk,United States,Wisconsin,Parmesan,"hard, artisan",crumbly and flaky,natural,cream,"salty, sharp",nutty,yes,Stella,,,,
/stella-parmesan/,Made from pasteurized cow's milk,United States,Parmesan,"hard, artisan","crumbly, dense and grainy",natural,pale yellow,"nutty, subtle",yes,Stella,,,,,,
/stella-gorgonzola/,Made from pasteurized cow's milk,United States,Gorgonzola,"semi-soft, blue-veined",creamy,natural,cream,"earthy, mellow, tangy",pleasant,yes,Stella,,,,,
/miticana-de-oveja/,Made from pasteurized sheep's milk,Spain,Murcia,"semi-soft, soft-ripened",13%,"buttery, crumbly and flaky",bloomy,white,"buttery, tangy",buttery,"Miticana de Oveja, MitiCaña de Oveja",,,,,
/godminster-bruton-beauty-cheddar/,Made from cow's milk,United Kingdom,"hard, organic","buttery, creamy, crumbly and smooth",waxed,yellow,creamy,,,,,,,,,
/isle-of-man-mild-cheddar/,Made from pasteurized cow's milk,Great Britain and Isle of Man,Isle of Man,Cheddar,"hard, artisan",33%,creamy and firm,natural,yellow,"creamy, subtle",no,Isle of Man Creameries,,,,
/st-gall/,Made from unpasteurized cow's milk,Ireland,Co. Cork,Swiss Cheese,"hard, brined","creamy, smooth, soft and springy",natural,yellow,"fruity, mild, milky, nutty, smooth, yeasty","fruity, mild, milky, nutty, rich, yeasty",no,CAIS Cheesemakers Association Ltd,,,,
/caprice/,Made from pasteurized goat's milk,Canada and Italy,Lombardy,soft,creamy and smooth,natural,white,subtle,goaty,Fifth Town Artisan Cheese,,,,,,
/casu-marzu/,Made from sheep's milk,France and Italy,"Sardinia (Italy), Southern Corsica (France)","soft, soft-ripened",soft-ripened,natural,"casu modde, casu cundídu, casu fràzigu, formaggio marcio",,,,,,,,,
/duck-isles-stone/,Made from unpasteurized cow's milk,Italy,Lombardy,"semi-hard, artisan",compact and dense,natural,pale yellow,buttery,earthy,Fifth Town Artisan Cheese,,,,,,
/fellowship-too/,Made from pasteurized cow's and sheep's milk,Canada and Italy,Lombardy,"hard, artisan",crumbly and firm,natural,pale yellow,nutty,woody,Fifth Town Artisan Cheese,,,,,,
/alex-james-co-no-4-goats/,Made from goat's milk,United Kingdom,fresh soft,smooth and springy,pale white,,,,,,,,,,,
/cayuga-blue/,Made from goat's milk,United States,NY,Blue,"semi-hard, blue-veined",compact,bloomy,ivory,creamy,"mild, rich",yes,Lively Run Goat Dairy,,,,
/blue-yonder/,Made from unpasteurized cow's milk,United States,NY,Blue,"semi-soft, blue-veined",creamy,natural,white,subtle,rich,yes,Lively Run Goat Dairy,,,,
/capri-blu/,Made from pasteurized goat's milk,Canada and Italy,Lombardy,Blue,"soft, blue-veined",creamy and soft,natural,pale yellow,"creamy, subtle, sweet",goaty,Fifth Town Artisan Cheese,,,,,
/cressy-blu/,Made from unpasteurized cow's milk,Canada and Italy,Lombardy,Blue,"semi-hard, blue-veined","creamy, crumbly and firm",natural,pale yellow,"creamy, savory, sweet",Fifth Town Artisan Cheese,,,,,,
/mont-st-benoit/,Made from pasteurized cow's milk,Canada,Quebec,Swiss Cheese,"firm, artisan",31%,"creamy, elastic, smooth and supple",rindless,"buttery, creamy, mild, nutty","fermented, mild, nutty",Abbey de Saint-Benoit-du-lac,,,,,
/le-moutier/,Made from pasteurized goat's milk,Canada,Québec,fresh firm,firm,natural,white,sweet,Fromagerie de l'Abbaye Saint-Benoît,,,,,,,
/blue-benedictine/,Canada,"semi-soft, blue-veined, soft-ripened","buttery, creamy, crumbly and smooth",natural,brownish yellow,"buttery, creamy, earthy, grassy, herbaceous, mushroomy, salty, smooth, sweet","buttery, earthy, grassy, herbal, mushroom, sweet","Benedictine Abbey of Saint-Benoît-du-Lac, Quebec.",,,,,,,,
/cap-cressy/,Made from goat's milk,Canada and Italy,Lombardy,"semi-hard, artisan, smear-ripened",compact and dense,washed,pale yellow,"mellow, savory, sweet",lactic,Fifth Town Artisan Cheese,,,,,,
/gracie-grey/,Made from pasteurized cow's milk,Canada and Italy,Lombardy,"semi-soft, artisan",compact and soft,natural,cream,"buttery, sweet",Fifth Town Artisan Cheese,,,,,,,
/gloucester-goat/,Made from unpasteurized cow's or goat's milk,Canada and Italy,Lombardy,"semi-hard, artisan","dense, soft and supple",natural,pale yellow,"buttery, milky",Fifth Town Artisan Cheese,,,,,,,
/half-moon-bay/,Made from pasteurized cow's and goat's milk,Italy,Lombardy,"semi-hard, artisan",crumbly,natural,pale yellow,milky,woody,Fifth Town Artisan Cheese,,,,,,
/isabirra/,Made from unpasteurized cow's milk,Canada and Italy,Lombardy,"semi-hard, brined",compact and dense,natural,cream,"creamy, earthy, milky, salty","earthy, fresh, grassy, milky",Fifth Town Artisan Cheese,,,,,,
/lunetta/,Made from pasteurized cow's milk,Canada and Italy,Lombardy,"fresh soft, artisan",creamy,natural,white,"creamy, salty","aromatic, fresh",Fifth Town Artisan Cheese,,,,,,
/strawberry-moon/,Made from pasteurized cow's milk,Canada and Italy,Lombardy,"semi-hard, artisan, smear-ripened","compact, creamy and dense",washed,straw,"subtle, sweet",strong,Fifth Town Artisan Cheese,,,,,,
/waupoos-lizzie/,Made from unpasteurized cow's milk,Canada and Italy,Lombardy,semi-soft,open and soft,mold ripened,pale yellow,"subtle, sweet","floral, fresh, grassy, herbal",Fifth Town Artisan Cheese,,,,,,
/counting-sheepand-goats/,"Made from pasteurized cow's, goat's and sheep's milk",Canada and Italy,Lombardy,"soft, soft-ripened",creamy and soft,white,"creamy, subtle, sweet",nutty,Fifth Town Artisan Cheese,,,,,,,
/purples-must/,Made from pasteurized cow's and goat's milk,Canada and Italy,Lombardy,Blue,"semi-hard, artisan, blue-veined",creamy and crumbly,mold ripened,pale yellow,"full-flavored, strong",rich,Fifth Town Artisan Cheese,,,,,
/bootlegger/,Made from pasteurized cow's and sheep's milk,Canada and Italy,Lombardy,"hard, artisan",crumbly and firm,natural,pale yellow,"fruity, full-flavored, strong",floral,Fifth Town Artisan Cheese,,,,,,
/hayloft/,Made from unpasteurized sheep's milk,Canada and Italy,Lombardy,"semi-hard, artisan","crumbly, firm and open",natural,pale yellow,strong,grassy,Fifth Town Artisan Cheese,,,,,,
/yeo-lake/,Made from pasteurized cow's milk,Italy,Lombardy,"soft, artisan",creamy and soft,natural,pale yellow,"creamy, spicy, strong",Fifth Town Artisan Cheese,,,,,,,
/hand-rolled-chevre-logs/,Made from pasteurized goat's milk,Canada,"Prince Edward County, Ontario","soft, artisan, soft-ripened","chalky, creamy and soft",bloomy,white,"acidic, mild, nutty, vegetal","fresh, grassy",Fifth Town Artisan Cheese,,,,,,
/lacey-grey/,Made from pasteurized goat's milk,Canada,"Prince Edward County, Ontario","soft, artisan, soft-ripened",creamy and soft,bloomy,white,"acidic, bitter, nutty","clean, herbal",Fifth Town Artisan Cheese,,,,,,
/operetta/,Made from pasteurized goat's milk,Canada,"Prince Edward County, Ontario","soft, artisan, soft-ripened",dense and dry,mold ripened,white,strong,"lactic, pleasant",Fifth Town Artisan Cheese,,,,,,
/lost-lake/,Made from pasteurized sheep's milk,Canada,"Prince Edward County, Ontario","fresh firm, artisan, soft-ripened","creamy, semi firm and soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",Fifth Town Artisan Cheese,,,,,,
/nettles-gone-wild/,Made from pasteurized goat's milk,Italy,Lombardy,"soft, artisan, soft-ripened",creamy,white,"earthy, full-flavored",rich,Fifth Town Artisan Cheese,,,,,,,
/cape-vessey/,Made from pasteurized goat's milk,Canada,"Prince Edward County, Ontario","semi-soft, artisan",chewy and firm,washed,pale yellow,"acidic, creamy, subtle, sweet","goaty, rich, strong",,,,,,,
/lemon-fetish/,Made from pasteurized sheep's milk,Canada,"Prince Edward County, Ontario",Feta,"fresh firm, artisan",crumbly and dry,natural,white,"citrusy, lemony, salty, tangy","clean, lactic",Fifth Town Artisan Cheese,,,,,
/paniolo/,Made from pasteurized cow's milk,United States,Vermont,"soft, artisan","buttery, creamy and runny",washed,pale yellow,"buttery, creamy, meaty",mushroom,Willow Hill Farm,,,,,,
/butternut/,Made from cow's milk,United States,Vermont,"semi-hard, artisan",creamy and firm,natural,pale yellow,"buttery, nutty","earthy, mushroom",no,Willow Hill Farm,,,,,
/grasso-dalpe-monscera/,Made from unpasteurized cow's milk,Italy,Piedmont,artisan,open,natural,straw,La Casera srl,,,,,,,,
/vaquero-blue/,Made from cow's milk,United States,Vermont,Blue,"semi-soft, blue-veined",creamy,natural,pale yellow,"buttery, creamy, spicy",Willow Hill Farm,,,,,,
/champignon-de-luxe-pepper/,Made from pasteurized cow's milk,Germany,Allgäu,"soft, soft-ripened",creamy,natural,cream,"creamy, sharp",spicy,yes,Käserei Champignon,"Champignon Pepper, Champignon de Luxe Pfeffer",,,,
/cambozola-grand-noir/,Made from pasteurized cow's milk,Germany,Allgäu,Blue,"semi-soft, blue-veined",creamy,waxed,pale yellow,"sharp, sweet",aromatic,yes,Käserei Champignon,"Cambozola Black Label, Cambozola Classic, Cambozola Finesse, Cambozola Balance, Cambozola",,,
/rougette-grill-meister/,Made from pasteurized cow's milk,Germany,Allgäu,"soft, soft-ripened",buttery,natural,pale yellow,buttery,rich,yes,Käserei Champignon,Rougette Landkäse,,,,
/rougette-bavarian-red/,Made from pasteurized cow's milk,Germany,Allgäu,Brie,"soft, soft-ripened",buttery and creamy,washed,pale yellow,"buttery, creamy",mild,yes,Käserei Champignon,,,,
/st-mang-original-allgauer-limburger/,Made from pasteurized cow's milk,Germany,Allgäu,"soft, artisan",creamy,natural,pale yellow,spicy,"mild, spicy",yes,Käserei Champignon,"St. Mang original Allgaeuer Romadur, St. Mang Masterpiec",,,,
/champignon-mushrooom/,Made from pasteurized cow's milk,Germany,Allgäu,"soft, soft-ripened",creamy,natural,cream,"creamy, mushroomy","fresh, mild",yes,Käserei Champignon,Champignon Mushroom Mini,,,,
/champignon-de-luxe-garlic/,Made from pasteurized cow's milk,Germany,Allgäu,"soft, soft-ripened",creamy,natural,cream,"garlicky, herbaceous","herbal, spicy",yes,Käserei Champignon,"Champignon de Luxe Knoblauch, Champignon Garlic",,,,
/fitaki-white-cheese/,Made from pasteurized cow's milk,Germany,Allgäu,Brie,"fresh soft, brined",creamy,white,"piquant, salty",fresh,Käserei Champignon,,,,,,
/montagnolo/,Made from pasteurized cow's milk,Germany,Allgau,Blue,"soft, blue-veined",creamy and smooth,natural,pale yellow,"buttery, creamy, piquant","aromatic, rich, spicy",Käserei Champignon,,,,,
/striegistaler-zwerge-camembert/,Made from cow's milk,Germany,Allgäu,Camembert,"semi-soft, soft-ripened",creamy and soft,natural,white,"full-flavored, mild","aromatic, fresh, strong",yes,Käserei Champignon,,,,
/original-illertaler/,Made from cow's milk,Germany,Allgäu,"semi-hard, artisan",dry and firm,pale yellow,"nutty, subtle",mild,yes,Käserei Champignon,Illertaler,,,,,
/baserri/,Made from sheep's milk,United States,Tomme,"semi-hard, artisan",creamy and crumbly,"milky, tangy","milky, nutty","Barinaga Ranch, Inc.",Txiki,,,,,,,
/benedictine/,"Made from pasteurized cow's, goat's and sheep's milk",United States,"La Velle, Wisconsin","semi-hard, artisan",creamy,washed,yellow,Carr Valley Cheese Company,,,,,,,,
/bijou/,Made from pasteurized goat's milk,United States,"Websterville, VT","semi-soft, artisan",11%,creamy and smooth,mold ripened,"sharp, sweet, tangy, yeasty","fresh, yeasty",Vermont Creamery,,,,,,
/black-betty/,Made from pasteurized goat's milk,Netherlands,"hard, artisan",firm,waxed,"Essex St. Cheese Co., Fromagerie L'Amuse",,,,,,,,,,
/bohemian-blue/,Made from pasteurized sheep's milk,United States,Southwestern Wisconsin,Blue,"firm, artisan","creamy, crumbly and dry",rindless,white,"piquant, sour, sweet",sweet,no,Hidden Springs Company,,,,
/buff-blue/,Made from buffalo's milk,United States,Southern California,Blue,"firm, blue-veined",natural,blue,smokey,"earthy, smokey",Bleating Heart Cheese,,,,,,
/blythedale-camembert/,Made from pasteurized cow's milk,United States,Vermont,Camembert,"soft, artisan",creamy and dense,natural,ivory,"earthy, mushroomy",mild,yes,Blythedale Farm Cheeses,Camembert Vermont,,,
/cameo/,Made from pasteurized goat's milk,United States,California,Camembert,"semi-soft, artisan","buttery, creamy and soft",bloomy,white,"creamy, smooth","floral, goaty, herbal",Redwood Hill Farm & Creamery,,,,,
/essex-comte/,Made from unpasteurized cow's milk,France,Franche-Comté,hard,buttery,"buttery, citrusy, creamy",buttery,Essex Reserve Comté,,,,,,,,
/cave-aged-marisa/,Made from sheep's milk,United States,Wisconsin,"semi-hard, artisan",firm,natural,pale yellow,"sweet, tangy",sweet,Carr Valley Cheese Company,,,,,,
/dante/,Made from pasteurized sheep's milk,United States,Wisconsin,"soft, artisan",dry and firm,natural,brownish yellow,"buttery, nutty","buttery, nutty, rich",Wisconsin Sheep Dairy Cooperative,,,,,,
/mezzo-secco/,Made from pasteurized cow's milk,United States,"Sonoma, California",Monterey Jack,"semi-hard, artisan",creamy and smooth,natural,ivory,milky,spicy,yes,Vella Cheese Company,Oro Secco,,,
/ewelicious-blue/,Made from unpasteurized sheep's milk,United States,Southern California,Blue,"firm, artisan, blue-veined",crumbly and dense,natural,sweet,sweet,Bleating Heart Cheese,,,,,,
/alpine-style/,Made from unpasteurized cow's milk,United States,Maine,Swiss Cheese,"semi-hard, artisan","creamy, crumbly, open and smooth",natural,yellow,"buttery, smooth",rich,,,,,,
/ewes-blue/,Made from sheep's milk,United States,Blue,"semi-firm, blue-veined",creamy,rindless,ivory,"acidic, creamy, full-flavored, sweet","rich, sweet",yes,Old Chatham Sheepherding Company,Ewe's Blue Wedge,,,,
/fat-bottom-girl/,Made from unpasteurized sheep's milk,United States,California,"semi-hard, artisan",firm,washed,pale yellow,"buttery, salty","nutty, subtle",Bleating Heart Cheese,,,,,,
/barrel-aged-feta/,Made from pasteurized goat's and sheep's milk,Greece,Mt. Vikos,Feta,"soft, artisan",11%,creamy and crumbly,white,creamy,rich,no,Mt. Vikos,,,,
/finca-pascualete-mini-torta/,Made from sheep's milk,Spain,soft,26%,creamy and smooth,cream,"creamy, smooth",floral,Finca Pascualete Creamery,,,,,,,
/flagship-block/,Made from cow's milk,United States,"semi-hard, artisan",creamy and crumbly,"creamy, nutty",nutty,Beecher's,Flagship,,,,,,,,
/marco-polo/,Made from pasteurized cow's milk,United States,"Seattle, Washington",Cheddar,"hard, artisan",creamy and crumbly,cloth wrapped,ivory,creamy,"clean, rich",Beecher's,,,,,
/sparkenhoe-red-leicester/,Made from cow's milk,United Kingdom,hard,"brittle, close, creamy, crumbly and flaky",orange,,,,,,,,,,,
/petit-blaja/,Made from goat's milk,France,soft,soft,golden yellow,,,,,,,,,,,
/flashback-goat-disks/,Made from pasteurized goat's milk,United States,California,Blue,"soft, artisan",soft,herbal,Cypress Grove Chevre,,,,,,,,
/freyas-wheel/,Made from goat's milk,United States,Oregon,"semi-soft, artisan",chewy and firm,bloomy,cream,"creamy, salty, sweet",rich,Briar Rose Creamery,,,,,,
/funky-bleats/,Made from unpasteurized goat's and sheep's milk,United States,"Tomales, California","semi-soft, artisan",firm,washed,straw,"creamy, salty",goaty,Bleating Heart Cheese,,,,,,
/gran-levante/,Made from unpasteurized cow's milk,Italy,Lombardy,"hard, artisan",grainy,natural,sweet,"fruity, mild",Rogers Collection,,,,,,,
/grayson/,United States,Virginia,"semi-soft, artisan","chewy, crumbly, soft and supple",natural,golden yellow,"nutty, sweet","earthy, grassy, rich",Meadow Creek Dairy,,,,,,,
/highway-1/,Made from unpasteurized cow's milk,United States,"Valley Ford, CA",firm,creamy and firm,natural,"fruity, nutty",Valley Ford Cheese Company,,,,,,,,
/ocooch-mountain/,Made from unpasteurized sheep's milk,United States,Wisconsin,"semi-hard, artisan","chewy, compact, dense and grainy",natural,pale yellow,"fruity, nutty","nutty, rich",no,Hidden Springs Company,,,,,
/driftless/,Made from pasteurized sheep's milk,United States,Wisconsin,"fresh soft, artisan","creamy, dense and spreadable",rindless,white,"creamy, fruity, garlicky, herbaceous, salty, subtle, sweet, tangy, woody","fresh, grassy, lactic, rich, sweet",yes,Hidden Springs Company,"Driftless Original, Driftless Basil & Olive Oil, Driftless Cranberry and Cinnamon, Driftless Tomato and Garlic, Driftless Pumpkin, Driftless Maple, Driftless Honey & Lavender",,,,
/hidden-springs-farmstead-feta/,Made from sheep's milk,United States,Wisconsin,Feta,"soft, artisan",creamy and fluffy,rindless,white,"creamy, salty","fresh, mild",yes,Hidden Springs Company,,,,
